Species,Plot,Subplot,Core,Light_ISF,Light_Cat,Soil,Sterile,Conspecific,Myco,SoilMyco,AMF,EMF,Phenolics,Lignin,NSC,Time,Event
Acer saccharum,3,D,2017,0.087,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,14.91,,0.31,13.94,12.3,42.0,1.0
Acer saccharum,3,D,2016,0.087,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,13.4,,-0.02,13.88,12.46,42.0,1.0
Quercus alba,6,B,2017,0.092,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,18.61,25.3,5.04,18.68,22.25,42.0,1.0
Prunus serotina,7,C,2017,0.082,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,41.69,,0.67,7.08,11.28,42.0,1.0
Prunus serotina,7,A,2016,0.078,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,32.66,,0.6,5.31,7.66,42.0,1.0
Prunus serotina,7,C,2016,0.082,Med,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,30.68,,0.38,9.31,11.9,42.0,1.0
Quercus alba,12,A,2016,0.063,Low,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,21.41,33.31,4.78,26.68,14.82,115.5,0.0
Prunus serotina,7,A,2017,0.078,Med,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,34.76,,0.46,8.54,11.6,42.0,1.0
Prunus serotina,7,A,2017,0.078,Med,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,34.41,,0.67,8.36,11.43,42.0,1.0
Prunus serotina,7,A,2016,0.078,Med,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,34.41,,0.67,8.36,11.43,42.0,1.0
Prunus serotina,7,B,2017,0.079,Med,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,37.6,,0.74,7.83,11.34,42.0,1.0
Prunus serotina,7,D,2016,0.08,Med,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,29.88,,0.43,9.1,11.74,42.0,1.0
Prunus serotina,7,B,2016,0.079,Med,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,37.6,,0.74,7.83,11.34,42.0,1.0
Prunus serotina,7,B,2016,0.079,Med,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,34.48,,0.5,7.95,11.53,42.0,1.0
Quercus rubra,12,C,2016,0.047,Low,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,21.96,41.98,3.84,27.2,14.78,63.0,1.0
Prunus serotina,7,B,2017,0.079,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,32.86,,0.63,5.48,9.77,42.0,1.0
Prunus serotina,8,A,2017,0.061,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,34.46,,0.7,7.99,11.69,42.0,1.0
Prunus serotina,8,C,2016,0.061,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,25.93,,0.6,6.97,11.03,42.0,1.0
Prunus serotina,8,A,2016,0.061,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,34.64,,0.51,5.38,6.91,42.0,1.0
Prunus serotina,8,C,2017,0.061,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,34.46,,0.7,7.99,11.69,42.0,1.0
Prunus serotina,8,C,2016,0.061,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,25.93,,0.6,6.97,11.03,42.0,1.0
Prunus serotina,8,A,2016,0.061,Low,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,37.23,,0.67,6.94,11.23,42.0,1.0
Prunus serotina,8,C,2016,0.061,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,25.93,,0.6,6.97,11.03,42.0,1.0
Prunus serotina,8,A,2017,0.061,Low,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,33.45,,0.41,5.28,7.01,42.0,1.0
Prunus serotina,8,D,2017,0.063,Low,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,32.18,,0.39,5.18,6.74,42.0,1.0
Prunus serotina,8,D,2017,0.063,Low,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,32.18,,0.39,5.18,6.74,42.0,1.0
Acer saccharum,8,D,2016,0.063,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,14.46,,-0.01,13.55,12.46,42.0,1.0
Prunus serotina,8,B,2016,0.066,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,35.54,,0.53,5.37,7.05,42.0,1.0
Prunus serotina,8,B,2016,0.066,Low,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,38.77,,0.7,6.94,11.21,42.0,1.0
Quercus rubra,12,C,2017,0.047,Low,Sterile,Sterile,Sterilized,EMF,Sterile,10.34,3.62,2.48,26.38,11.04,59.5,1.0
Prunus serotina,8,B,2016,0.066,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,35.54,,0.53,5.37,7.05,42.0,1.0
Acer saccharum,9,A,2017,0.065,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,12.51,,-0.02,11.17,11.21,42.0,1.0
Quercus rubra,12,A,2016,0.063,Low,Quercus rubra,Non-Sterile,Conspecific,EMF,EMF,18.62,13.78,2.42,26.84,9.78,59.5,1.0
Acer saccharum,9,C,2017,0.077,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,15.11,,0.09,10.94,11.15,42.0,1.0
Acer saccharum,9,C,2017,0.077,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,15.11,,0.09,10.94,11.15,42.0,1.0
Acer saccharum,9,C,2016,0.077,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,14.0,,-0.21,11.05,11.32,42.0,1.0
Quercus alba,12,C,2017,0.047,Low,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,17.52,29.14,3.66,19.05,20.3,115.5,0.0
Prunus serotina,9,A,2016,0.065,Low,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,23.06,,0.29,5.13,6.77,42.0,1.0
Acer saccharum,9,A,2016,0.065,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,12.82,,-0.22,10.84,11.34,42.0,1.0
Acer saccharum,9,C,2016,0.077,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,14.0,,-0.21,11.05,11.32,42.0,1.0
Quercus rubra,12,A,2017,0.063,Low,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,19.59,11.67,2.49,25.67,11.08,115.5,0.0
Acer saccharum,9,C,2016,0.077,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,14.0,,-0.21,11.05,11.32,42.0,1.0
Acer saccharum,9,C,2016,0.077,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,14.0,,-0.21,11.05,11.32,42.0,1.0
Prunus serotina,9,A,2017,0.065,Low,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,23.06,,0.29,5.13,6.77,42.0,1.0
Quercus alba,12,E,2017,0.035,Low,Sterile,Sterile,Sterilized,EMF,Sterile,8.76,4.7,2.32,18.87,18.64,80.5,1.0
Acer saccharum,9,D,2016,0.073,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,15.06,,-0.04,13.53,12.37,42.0,1.0
Prunus serotina,9,E,2017,0.071,Low,Sterile,Sterile,Sterilized,AMF,Sterile,11.82,,0.27,5.42,8.52,42.0,1.0
Acer saccharum,9,D,2017,0.073,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,15.06,,-0.04,13.53,12.37,42.0,1.0
Acer saccharum,9,B,2017,0.074,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,14.68,,-0.03,13.67,12.32,42.0,1.0
Quercus alba,12,E,2017,0.035,Low,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,20.31,23.91,4.63,18.56,21.85,80.5,1.0
Acer saccharum,9,D,2017,0.073,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,12.63,,-0.04,10.98,11.22,42.0,1.0
Quercus alba,12,C,2016,0.047,Low,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,27.63,37.57,4.34,20.07,19.51,115.5,0.0
Prunus serotina,9,B,2017,0.074,Low,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,21.81,,0.31,5.07,6.89,42.0,1.0
Prunus serotina,9,B,2017,0.074,Low,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,21.81,,0.31,5.07,6.89,42.0,1.0
Acer saccharum,9,D,2017,0.073,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,15.06,,-0.04,13.53,12.37,42.0,1.0
Prunus serotina,10,A,2016,0.051,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,35.09,,0.51,5.08,7.09,42.0,1.0
Quercus rubra,12,E,2016,0.035,Low,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,20.7,23.0,3.84,20.96,18.08,115.5,0.0
Prunus serotina,10,A,2017,0.051,Low,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,28.58,,0.25,5.08,5.92,42.0,1.0
Quercus alba,12,D,2017,0.032,Low,Quercus alba,Non-Sterile,Conspecific,EMF,EMF,20.99,36.52,4.47,20.36,19.01,115.5,0.0
Prunus serotina,10,A,2017,0.051,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,35.09,,0.51,5.08,7.09,42.0,1.0
Prunus serotina,10,C,2017,0.075,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,20.04,,0.62,5.12,8.19,42.0,1.0
Prunus serotina,10,E,2017,0.072,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,32.85,,0.69,7.94,11.64,42.0,1.0
Prunus serotina,10,B,2016,0.072,Low,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,33.07,,0.54,4.96,6.87,42.0,1.0
Prunus serotina,10,B,2017,0.072,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,20.77,,0.62,5.08,8.14,42.0,1.0
Prunus serotina,10,D,2016,0.06,Low,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,36.87,,0.54,4.99,7.06,42.0,1.0
Prunus serotina,10,D,2017,0.06,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,21.36,,0.68,6.47,10.46,42.0,1.0
Prunus serotina,10,D,2016,0.06,Low,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,36.87,,0.54,4.99,7.06,42.0,1.0
Prunus serotina,10,B,2016,0.072,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,20.77,,0.62,5.08,8.14,42.0,1.0
Prunus serotina,10,B,2016,0.072,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,56.63,,0.56,5.41,6.99,42.0,1.0
Prunus serotina,10,D,2016,0.06,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,53.7,,0.57,5.28,6.36,42.0,1.0
Prunus serotina,10,B,2017,0.072,Low,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,36.12,,0.42,5.29,7.32,42.0,1.0
Quercus rubra,12,D,2017,0.032,Low,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,12.68,29.1,3.58,23.42,16.56,73.5,1.0
Prunus serotina,11,C,2017,0.055,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,28.15,,0.65,5.42,8.13,42.0,1.0
Acer saccharum,11,C,2017,0.055,Low,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,21.43,,-0.56,9.92,10.04,42.0,1.0
Prunus serotina,11,C,2016,0.055,Low,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,45.58,,0.58,5.0,7.17,42.0,1.0
Prunus serotina,11,C,2016,0.055,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,24.37,,0.58,4.72,7.13,42.0,1.0
Prunus serotina,11,C,2016,0.055,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,51.15,,0.68,5.67,9.44,42.0,1.0
Quercus rubra,12,D,2017,0.032,Low,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,12.68,29.1,3.58,23.42,16.56,115.5,0.0
Prunus serotina,11,A,2017,0.068,Low,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,35.28,,0.38,5.25,6.94,42.0,1.0
Prunus serotina,11,C,2017,0.055,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,28.15,,0.65,5.42,8.13,42.0,1.0
Prunus serotina,11,A,2017,0.068,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,32.23,,0.7,8.19,11.65,42.0,1.0
Prunus serotina,11,E,2016,0.068,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,35.1,,0.52,5.43,7.49,42.0,1.0
Prunus serotina,11,C,2017,0.055,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,24.37,,0.58,4.72,7.13,42.0,1.0
Prunus serotina,11,C,2016,0.055,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,51.15,,0.68,5.67,9.44,42.0,1.0
Acer saccharum,11,D,2017,0.05,Low,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,25.31,,-0.84,9.36,9.68,42.0,1.0
Prunus serotina,11,B,2017,0.055,Low,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,40.23,,0.44,5.16,6.35,42.0,1.0
Acer saccharum,11,B,2017,0.055,Low,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,21.43,,-0.56,9.92,10.04,42.0,1.0
Prunus serotina,11,D,2016,0.05,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,49.68,,0.44,5.69,8.8,42.0,1.0
Prunus serotina,11,B,2016,0.055,Low,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,45.58,,0.58,5.0,7.17,42.0,1.0
Prunus serotina,11,D,2017,0.05,Low,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,27.59,,0.15,5.17,6.25,42.0,1.0
Prunus serotina,11,B,2016,0.055,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,51.15,,0.68,5.67,9.44,42.0,1.0
Prunus serotina,11,B,2017,0.055,Low,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,40.23,,0.44,5.16,6.35,42.0,1.0
Prunus serotina,11,B,2017,0.055,Low,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,45.58,,0.58,5.0,7.17,42.0,1.0
Prunus serotina,12,A,2016,0.063,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,33.5,,0.53,5.35,6.7,42.0,1.0
Quercus rubra,12,B,2017,0.06,Low,Quercus rubra,Non-Sterile,Conspecific,EMF,EMF,16.59,23.81,2.37,25.82,11.39,73.5,1.0
Prunus serotina,12,A,2016,0.063,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,33.5,,0.53,5.35,6.7,42.0,1.0
Quercus rubra,12,D,2017,0.032,Low,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,20.14,25.65,3.81,20.61,18.58,115.5,0.0
Prunus serotina,12,C,2017,0.047,Low,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,27.89,,0.11,5.15,6.47,42.0,1.0
Quercus alba,12,D,2016,0.032,Low,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,27.52,34.58,4.44,19.11,21.89,115.5,0.0
Prunus serotina,12,C,2016,0.047,Low,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,47.65,,0.63,6.43,10.59,42.0,1.0
Quercus rubra,12,C,2017,0.047,Low,Sterile,Sterile,Sterilized,EMF,Sterile,10.34,3.62,2.48,26.38,11.04,42.0,1.0
Prunus serotina,12,C,2017,0.047,Low,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,27.89,,0.11,5.15,6.47,42.0,1.0
Prunus serotina,12,A,2017,0.063,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,34.63,,0.72,7.99,11.63,42.0,1.0
Acer saccharum,12,A,2017,0.063,Low,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,20.17,,-0.7,14.0,11.94,42.0,1.0
Prunus serotina,12,C,2017,0.047,Low,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,47.65,,0.63,6.43,10.59,42.0,1.0
Prunus serotina,12,C,2016,0.047,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,32.44,,0.25,5.75,8.67,42.0,1.0
Quercus rubra,12,D,2017,0.032,Low,Quercus rubra,Non-Sterile,Conspecific,EMF,EMF,10.94,22.92,2.21,26.0,11.48,59.5,1.0
Prunus serotina,12,C,2016,0.047,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,28.04,,0.37,5.49,9.16,42.0,1.0
Acer saccharum,12,A,2017,0.063,Low,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,20.17,,-0.7,14.0,11.94,42.0,1.0
Quercus alba,12,D,2017,0.032,Low,Sterile,Sterile,Sterilized,EMF,Sterile,8.76,4.7,2.32,18.87,18.64,80.5,1.0
Prunus serotina,12,A,2017,0.063,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,34.63,,0.72,7.99,11.63,42.0,1.0
Prunus serotina,12,A,2017,0.063,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,25.81,,0.6,4.94,7.85,42.0,1.0
Prunus serotina,12,A,2017,0.063,Low,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,32.18,,0.39,5.18,6.74,42.0,1.0
Prunus serotina,12,C,2017,0.047,Low,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,27.89,,0.11,5.15,6.47,42.0,1.0
Prunus serotina,12,C,2016,0.047,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,32.44,,0.25,5.75,8.67,42.0,1.0
Prunus serotina,12,B,2017,0.06,Low,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,34.02,,0.4,5.25,6.91,42.0,1.0
Acer saccharum,12,D,2017,0.032,Low,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,26.04,,-0.85,9.34,9.71,42.0,1.0
Prunus serotina,12,B,2016,0.06,Low,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,36.87,,0.54,4.99,7.06,42.0,1.0
Prunus serotina,12,B,2016,0.06,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,24.28,,0.59,4.83,7.49,42.0,1.0
Prunus serotina,12,D,2017,0.032,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,22.48,,0.33,5.24,7.37,42.0,1.0
Prunus serotina,12,B,2016,0.06,Low,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,36.87,,0.54,4.99,7.06,42.0,1.0
Prunus serotina,12,D,2017,0.032,Low,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,28.26,,0.1,5.15,6.47,42.0,1.0
Prunus serotina,12,B,2017,0.06,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,21.36,,0.68,6.47,10.46,42.0,1.0
Prunus serotina,12,B,2016,0.06,Low,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,36.87,,0.54,4.99,7.06,42.0,1.0
Prunus serotina,12,D,2016,0.032,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,22.48,,0.33,5.24,7.37,42.0,1.0
Quercus alba,12,B,2016,0.06,Low,Quercus rubra,Non-Sterile,Heterospecific,EMF,EMF,15.17,28.36,4.74,23.67,16.12,115.5,0.0
Prunus serotina,12,B,2017,0.06,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,24.28,,0.59,4.83,7.49,42.0,1.0
Quercus alba,12,B,2016,0.06,Low,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,20.14,22.73,4.74,18.34,22.05,115.5,0.0
Quercus rubra,12,B,2017,0.06,Low,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,26.68,34.45,3.93,27.29,14.86,73.5,1.0
Prunus serotina,12,B,2017,0.06,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,21.36,,0.68,6.47,10.46,42.0,1.0
Acer saccharum,12,D,2016,0.032,Low,Acer saccharum,Non-Sterile,Conspecific,AMF,AMF,19.41,,-0.24,9.61,10.03,63.0,1.0
Prunus serotina,12,B,2016,0.06,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,21.36,,0.68,6.47,10.46,42.0,1.0
Prunus serotina,13,A,2017,0.052,Low,Sterile,Sterile,Sterilized,AMF,Sterile,15.38,,0.31,5.18,7.67,42.0,1.0
Prunus serotina,13,A,2016,0.052,Low,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,22.02,,0.21,4.8,5.44,42.0,1.0
Acer saccharum,13,C,2017,0.087,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,13.4,,-0.02,13.88,12.46,42.0,1.0
Prunus serotina,13,C,2017,0.087,Med,Sterile,Sterile,Sterilized,AMF,Sterile,8.73,,0.06,7.69,11.93,42.0,1.0
Prunus serotina,13,A,2016,0.052,Low,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,22.02,,0.21,4.8,5.44,42.0,1.0
Prunus serotina,12,D,2017,0.032,Low,Sterile,Sterile,Sterilized,AMF,Sterile,10.98,,0.0,5.0,8.22,115.5,0.0
Acer saccharum,13,A,2017,0.052,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,10.62,,-0.09,10.73,10.96,42.0,1.0
Quercus alba,13,A,2016,0.052,Low,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,30.81,46.33,4.58,19.18,21.96,66.5,1.0
Prunus serotina,13,A,2017,0.052,Low,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,22.02,,0.21,4.8,5.44,42.0,1.0
Prunus serotina,13,D,2017,0.086,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,17.26,,0.28,10.99,13.42,42.0,1.0
Acer saccharum,13,B,2016,0.093,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,15.56,,0.12,14.44,12.69,42.0,1.0
Quercus alba,13,C,2017,0.087,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,14.09,23.18,4.64,17.68,23.52,115.5,0.0
Prunus serotina,13,D,2017,0.086,Med,Sterile,Sterile,Sterilized,AMF,Sterile,10.0,,0.05,7.33,11.55,42.0,1.0
Prunus serotina,13,D,2017,0.086,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,17.26,,0.28,10.99,13.42,42.0,1.0
Quercus rubra,13,A,2017,0.052,Low,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,41.48,16.25,3.84,23.88,16.28,115.5,0.0
Prunus serotina,13,D,2017,0.086,Med,Sterile,Sterile,Sterilized,AMF,Sterile,10.0,,0.05,7.33,11.55,42.0,1.0
Acer saccharum,13,B,2017,0.093,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,13.91,,0.15,13.8,12.05,42.0,1.0
Acer saccharum,13,B,2017,0.093,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,13.91,,0.15,13.8,12.05,42.0,1.0
Prunus serotina,13,B,2017,0.093,Med,Sterile,Sterile,Sterilized,AMF,Sterile,9.59,,-0.01,8.0,11.76,42.0,1.0
Prunus serotina,14,A,2017,0.06,Low,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,34.02,,0.4,5.25,6.91,42.0,1.0
Prunus serotina,14,C,2016,0.053,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,51.83,,0.69,5.84,9.74,42.0,1.0
Prunus serotina,14,C,2016,0.053,Low,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,45.33,,0.54,5.03,6.85,42.0,1.0
Prunus serotina,14,C,2016,0.053,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,51.83,,0.69,5.84,9.74,42.0,1.0
Prunus serotina,14,A,2016,0.06,Low,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,36.87,,0.54,4.99,7.06,42.0,1.0
Acer saccharum,13,C,2017,0.087,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,13.4,,-0.02,13.88,12.46,59.5,1.0
Prunus serotina,14,C,2017,0.053,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,29.53,,0.75,5.97,10.02,42.0,1.0
Acer saccharum,13,C,2017,0.087,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,14.91,,0.31,13.94,12.3,59.5,1.0
Prunus serotina,14,A,2016,0.06,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,21.36,,0.68,6.47,10.46,42.0,1.0
Prunus serotina,13,C,2017,0.087,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,16.18,,0.35,10.85,13.69,59.5,1.0
Prunus serotina,14,A,2017,0.06,Low,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,36.87,,0.54,4.99,7.06,42.0,1.0
Prunus serotina,14,A,2016,0.06,Low,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,36.87,,0.54,4.99,7.06,42.0,1.0
Prunus serotina,14,A,2017,0.06,Low,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,34.02,,0.4,5.25,6.91,42.0,1.0
Prunus serotina,14,D,2016,0.059,Low,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,38.48,,0.56,5.03,7.0,42.0,1.0
Acer saccharum,13,C,2016,0.087,Med,Sterile,Sterile,Sterilized,AMF,Sterile,8.7,,0.05,12.43,12.39,63.0,1.0
Prunus serotina,14,B,2017,0.074,Low,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,34.77,,0.46,5.11,7.11,42.0,1.0
Quercus rubra,13,C,2016,0.087,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,17.67,27.55,3.64,20.43,18.51,73.5,1.0
Prunus serotina,14,B,2017,0.074,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,27.64,,0.64,7.05,11.39,42.0,1.0
Prunus serotina,14,B,2017,0.074,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,27.64,,0.64,7.05,11.39,42.0,1.0
Prunus serotina,14,D,2017,0.059,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,53.5,,0.56,5.4,6.47,42.0,1.0
Prunus serotina,14,B,2017,0.074,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,27.64,,0.64,7.05,11.39,42.0,1.0
Quercus rubra,13,A,2017,0.052,Low,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,13.36,22.6,3.43,26.46,13.79,115.5,0.0
Quercus rubra,13,C,2017,0.087,Med,Sterile,Sterile,Sterilized,EMF,Sterile,4.4,4.5,3.41,24.66,14.85,73.5,1.0
Quercus alba,13,C,2017,0.087,Med,Sterile,Sterile,Sterilized,EMF,Sterile,5.29,4.78,3.3,18.95,20.18,115.5,0.0
Prunus serotina,14,D,2017,0.059,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,24.63,,0.58,4.81,7.29,42.0,1.0
Quercus alba,13,A,2017,0.052,Low,Sterile,Sterile,Sterilized,EMF,Sterile,9.53,3.69,2.35,18.84,18.54,115.5,0.0
Prunus serotina,14,D,2016,0.059,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,53.5,,0.56,5.4,6.47,42.0,1.0
